Elm Ion,WL_air(A),Excit(eV),log gf,Rad,Star,Waals,Lande,References
'Mg 1',      2513.80600,    2.712, -5.231, 3.940, 0.830,-5.360, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.84400,    2.712, -3.141, 4.330, 0.810,-5.370, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.84400,    2.712, -3.442, 4.330, 0.810,-5.370, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.87100,    2.709, -5.392, 4.260, 0.280,-5.540, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.87600,    2.712, -3.452, 4.330, 0.790,-5.370, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.87700,    2.712, -5.209, 3.960, 0.790,-5.370, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.91800,    2.712, -3.118, 4.350, 0.770,-5.380, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.91800,    2.712, -3.419, 4.350, 0.770,-5.380, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.95100,    2.712, -3.429, 4.350, 0.760,-5.390, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.95300,    2.712, -5.186, 3.980, 0.760,-5.390, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.95300,    2.709, -2.991, 4.660, 0.260,-5.540, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.99500,    2.712, -3.095, 4.370, 0.730,-5.390, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2513.99500,    2.712, -3.396, 4.370, 0.730,-5.390, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.02500,    2.709, -5.364, 4.290, 0.240,-5.550, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.03100,    2.712, -3.406, 4.370, 0.720,-5.400, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.03200,    2.712, -5.164, 4.010, 0.720,-5.400, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.07700,    2.712, -3.072, 4.400, 0.700,-5.400, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.07700,    2.712, -3.373, 4.400, 0.700,-5.400, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.11300,    2.709, -2.962, 4.690, 0.210,-5.560, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.11500,    2.712, -3.383, 4.400, 0.680,-5.410, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.11600,    2.712, -5.141, 4.030, 0.680,-5.410, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.16400,    2.712, -3.048, 4.420, 0.660,-5.420, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.16400,    2.712, -3.349, 4.420, 0.660,-5.420, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.18900,    2.709, -5.335, 4.310, 0.190,-5.570, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.20300,    2.712, -3.359, 4.420, 0.640,-5.420, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.20500,    2.712, -5.117, 4.050, 0.640,-5.420, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.25500,    2.712, -3.024, 4.450, 0.610,-5.430, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.25500,    2.712, -3.325, 4.450, 0.610,-5.430, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.28300,    2.709, -2.932, 4.720, 0.160,-5.580, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.29700,    2.712, -3.335, 4.450, 0.600,-5.440, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.29900,    2.712, -5.093, 4.080, 0.600,-5.440, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.35200,    2.712, -2.999, 4.470, 0.570,-5.440, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.35200,    2.712, -3.300, 4.470, 0.570,-5.440, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.36600,    2.709, -5.306, 4.340, 0.140,-5.580, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.39700,    2.712, -3.310, 4.470, 0.550,-5.450, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.39800,    2.712, -5.069, 4.100, 0.550,-5.450, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.45500,    2.712, -2.973, 4.500, 0.530,-5.460, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.45500,    2.712, -3.275, 4.500, 0.530,-5.460, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.46600,    2.709, -2.901, 4.750, 0.110,-5.590, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.50200,    2.712, -3.284, 4.500, 0.510,-5.460, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.50400,    2.712, -5.044, 4.130, 0.510,-5.460, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.55500,    2.709, -5.276, 4.370, 0.080,-5.600, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.56400,    2.712, -2.948, 4.520, 0.490,-5.470, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.56400,    2.712, -3.249, 4.520, 0.490,-5.470, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.61400,    2.712, -3.259, 4.520, 0.470,-5.480, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.61600,    2.712, -5.019, 4.150, 0.470,-5.480, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.66300,    2.709, -2.870, 4.780, 0.050,-5.610, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.67900,    2.712, -2.921, 4.550, 0.440,-5.490, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.67900,    2.712, -3.222, 4.550, 0.440,-5.490, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.73300,    2.712, -3.232, 4.550, 0.420,-5.490, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.73500,    2.712, -4.993, 4.180, 0.420,-5.490, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.75800,    2.709, -5.245, 4.400, 0.030,-5.620, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.80200,    2.712, -2.895, 4.570, 0.400,-5.500, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.80200,    2.712, -3.196, 4.570, 0.400,-5.500, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.85900,    2.712, -3.206, 4.570, 0.380,-5.510, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.86100,    2.712, -4.967, 4.200, 0.380,-5.510, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.87500,    2.709, -2.838, 4.810, 0.000,-5.630, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.93300,    2.712, -2.867, 4.600, 0.350,-5.510, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.93300,    2.712, -3.168, 4.600, 0.350,-5.510, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.97700,    2.709, -5.214, 4.440,-0.020,-5.630, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.99400,    2.712, -3.178, 4.600, 0.330,-5.520, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2514.99600,    2.712, -4.940, 4.230, 0.330,-5.520, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.07300,    2.712, -2.839, 4.630, 0.310,-5.530, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.07300,    2.712, -3.140, 4.630, 0.310,-5.530, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.10300,    2.709, -2.805, 4.840,-0.050,-5.640, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.13800,    2.712, -3.150, 4.630, 0.280,-5.540, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.14000,    2.712, -4.912, 4.260, 0.280,-5.540, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.21400,    2.709, -5.182, 4.470,-0.080,-5.650, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.22200,    2.712, -2.810, 4.660, 0.260,-5.540, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.22200,    2.712, -3.111, 4.660, 0.260,-5.540, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.29100,    2.712, -3.121, 4.660, 0.240,-5.550, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.29400,    2.712, -4.884, 4.290, 0.240,-5.550, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.35000,    2.709, -2.771, 4.880,-0.110,-5.660, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.38200,    2.712, -2.781, 4.690, 0.210,-5.560, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.38200,    2.712, -3.082, 4.690, 0.210,-5.560, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.43300,    2.717, -3.120, 3.910, 1.510,-5.140, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.43300,    2.717, -4.041, 3.910, 1.510,-5.140, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.43300,    2.717, -5.041, 3.910, 1.510,-5.140, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.44500,    2.717, -4.351, 3.910, 1.500,-5.150, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.45500,    2.712, -3.092, 4.690, 0.190,-5.570, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.45800,    2.712, -4.856, 4.310, 0.190,-5.570, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.46100,    2.717, -3.104, 3.930, 1.480,-5.150, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.46100,    2.717, -4.024, 3.930, 1.480,-5.150, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.46100,    2.717, -5.024, 3.930, 1.480,-5.150, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.47000,    2.709, -5.149, 4.500,-0.140,-5.670, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.47300,    2.717, -4.335, 3.930, 1.470,-5.160, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.47400,    2.717, -5.385, 3.560, 1.470,-5.160, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.49000,    2.717, -3.087, 3.940, 1.460,-5.160, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.49000,    2.717, -4.008, 3.940, 1.460,-5.160, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.49000,    2.717, -5.008, 3.940, 1.460,-5.160, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.50300,    2.717, -4.318, 3.940, 1.440,-5.170, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.50300,    2.717, -5.369, 3.580, 1.440,-5.170, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.52000,    2.717, -3.071, 3.960, 1.430,-5.170, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.52000,    2.717, -3.991, 3.960, 1.430,-5.170, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.52000,    2.717, -4.991, 3.960, 1.430,-5.170, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.53300,    2.717, -4.302, 3.960, 1.420,-5.170, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.53400,    2.717, -5.352, 3.600, 1.410,-5.170, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.55100,    2.717, -3.054, 3.980, 1.400,-5.180, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.55100,    2.717, -3.974, 3.980, 1.400,-5.180, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.55100,    2.717, -4.974, 3.980, 1.400,-5.180, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.55300,    2.712, -2.751, 4.720, 0.160,-5.580, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.55300,    2.712, -3.052, 4.720, 0.160,-5.580, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.56500,    2.717, -4.285, 3.980, 1.390,-5.180, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.56600,    2.717, -5.335, 3.610, 1.390,-5.180, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.58400,    2.717, -3.036, 3.990, 1.370,-5.190, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.58400,    2.717, -3.957, 3.990, 1.370,-5.190, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.58400,    2.717, -4.957, 3.990, 1.370,-5.190, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.59800,    2.717, -4.267, 3.990, 1.360,-5.190, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.59900,    2.717, -5.318, 3.630, 1.360,-5.190, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.61700,    2.709, -2.736, 4.910,-0.170,-5.680, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.61700,    2.717, -3.019, 4.010, 1.340,-5.200, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.61700,    2.717, -3.939, 4.010, 1.340,-5.200, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.61700,    2.717, -4.939, 4.010, 1.340,-5.200, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.63200,    2.712, -3.062, 4.720, 0.140,-5.580, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.63300,    2.717, -4.250, 4.010, 1.330,-5.200, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.63300,    2.717, -5.301, 3.650, 1.330,-5.200, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.63500,    2.712, -4.827, 4.340, 0.140,-5.580, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.65300,    2.717, -3.001, 4.030, 1.310,-5.210, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.65300,    2.717, -3.922, 4.030, 1.310,-5.210, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.65300,    2.717, -4.922, 4.030, 1.310,-5.210, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.66900,    2.717, -4.232, 4.030, 1.300,-5.210, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.66900,    2.717, -5.283, 3.670, 1.300,-5.210, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.68900,    2.717, -2.983, 4.050, 1.280,-5.220, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.68900,    2.717, -3.904, 4.050, 1.280,-5.220, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.68900,    2.717, -4.904, 4.050, 1.280,-5.220, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.70600,    2.717, -4.214, 4.050, 1.270,-5.220, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.70700,    2.717, -5.266, 3.680, 1.270,-5.220, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.72800,    2.717, -2.965, 4.060, 1.250,-5.230, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.72800,    2.717, -3.885, 4.060, 1.250,-5.230, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.72800,    2.717, -4.885, 4.060, 1.250,-5.230, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.73600,    2.712, -2.721, 4.750, 0.110,-5.590, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.73600,    2.712, -3.022, 4.750, 0.110,-5.590, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.74500,    2.717, -4.196, 4.060, 1.240,-5.230, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.74600,    2.717, -5.248, 3.700, 1.240,-5.230, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.74700,    2.709, -5.115, 4.530,-0.200,-5.690, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.76800,    2.717, -2.946, 4.080, 1.220,-5.240, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.76800,    2.717, -3.867, 4.080, 1.220,-5.240, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.76800,    2.717, -4.867, 4.080, 1.220,-5.240, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.78600,    2.717, -4.177, 4.080, 1.210,-5.240, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.78600,    2.717, -5.229, 3.720, 1.210,-5.240, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.80900,    2.717, -2.928, 4.100, 1.190,-5.250, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.80900,    2.717, -3.848, 4.100, 1.190,-5.250, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.80900,    2.717, -4.848, 4.100, 1.190,-5.250, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.82100,    2.712, -3.032, 4.750, 0.080,-5.600, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.82400,    2.712, -4.797, 4.370, 0.080,-5.600, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.82800,    2.717, -4.159, 4.100, 1.170,-5.250, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.82900,    2.717, -5.211, 3.740, 1.170,-5.250, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.85300,    2.717, -2.909, 4.120, 1.160,-5.260, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.85300,    2.717, -3.829, 4.120, 1.160,-5.260, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.85300,    2.717, -4.829, 4.120, 1.160,-5.260, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.87300,    2.717, -4.140, 4.120, 1.140,-5.260, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.87300,    2.717, -5.192, 3.760, 1.140,-5.260, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.89800,    2.717, -2.889, 4.140, 1.120,-5.270, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.89800,    2.717, -3.810, 4.140, 1.120,-5.270, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.89800,    2.717, -4.810, 4.140, 1.120,-5.270, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.90700,    2.709, -2.700, 4.950,-0.230,-5.700, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.91900,    2.717, -4.120, 4.140, 1.110,-5.270, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.92000,    2.717, -5.173, 3.780, 1.110,-5.270, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.93300,    2.712, -2.689, 4.780, 0.050,-5.610, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.93300,    2.712, -2.990, 4.780, 0.050,-5.610, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.94600,    2.717, -2.870, 4.160, 1.090,-5.280, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.94600,    2.717, -3.790, 4.160, 1.090,-5.280, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.94600,    2.717, -4.790, 4.160, 1.090,-5.280, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
'Mg 1',      2515.96800,    2.717, -4.101, 4.160, 1.080,-5.280, 99.000,'   2 wl:K   2 K   2 gf:K   2 K   2 K   2 K   2 K             Mg'
