Elm Ion,WL_air(A),Excit(eV),log gf,Rad,Star,Waals,Lande,References
'C 1',       6605.77000,    8.851, -2.314, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6611.35000,    8.851, -1.837, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6654.61000,    9.003, -2.024, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6655.52000,    8.537, -1.999, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6662.74000,    8.848, -2.127, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6671.85000,    8.851, -1.651, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6674.12000,    8.847, -2.225, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6679.64000,    8.848, -2.351, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6683.97000,    8.848, -2.226, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6688.79000,    8.851, -2.129, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6711.32000,    8.537, -2.694, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
'C 1',       6828.12000,    8.537, -1.461, 0.000, 0.000,-6.886, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   3 BPM   3 BPM   3 BPM   3 BPM              C'
'C 1',       6970.28000,    8.640, -3.142, 0.000, 0.000, 0.000, 99.000,'   1 wl:NIST10   1 NIST10   1 gf:NIST10   1 NIST10   1 NIST10   1 NIST10   1 NIST10              C'
