Elm Ion,WL_air(A),Excit(eV),log gf,Rad,Star,Waals,Lande,References
'Ca 1',      3979.97497,    4.535, -6.314, 7.320,-2.470,-6.660,  1.650,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3980.07004,    4.535, -4.479, 7.320,-2.660,-6.660,  0.900,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3980.70952,    4.131, -4.487, 7.810,-3.830,-7.150,  0.610,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3980.74661,    4.531, -5.531, 7.330,-2.540,-6.680,  1.140,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3981.11233,    3.910, -6.767, 8.120,-4.480,-7.210,  1.500,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3981.53933,    4.531, -3.410, 7.340,-2.570,-6.700,  0.860,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3981.86618,    4.532, -3.925, 7.330,-2.540,-6.680,  1.320,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3982.15454,    4.624, -3.014, 7.810,-3.150,-6.880,  0.830,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3982.45309,    4.532, -2.406, 7.440,-2.490,-6.750,  0.950,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3982.62761,    4.532, -4.866, 7.330,-2.100,-6.710,  0.480,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3982.65934,    4.532, -4.222, 7.340,-2.570,-6.700,  1.180,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3984.18389,    4.430, -2.799, 7.700,-3.230,-6.840,  1.380,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3984.52499,    2.521, -6.277, 7.470,-4.170,-7.030,  0.750,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3984.53325,    4.430, -4.191, 7.700,-3.150,-6.840,  0.400,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3985.09950,    4.535, -4.121, 7.330,-2.540,-6.680,  1.680,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3985.12095,    4.430, -3.148, 7.700,-3.120,-6.840,  0.960,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3985.13127,    4.535, -5.364, 7.340,-2.550,-6.660,  0.650,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3985.68736,    4.535, -3.304, 7.450,-2.490,-6.750,  1.320,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3985.84628,    4.535, -3.815, 7.340,-2.290,-6.720,  0.790,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3985.84628,    4.535, -5.699, 7.330,-2.210,-6.710,  0.330,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3985.86217,    4.535, -4.865, 7.340,-2.100,-6.710,  1.160,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3985.89395,    4.535, -4.769, 7.350,-2.570,-6.700,  1.820,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3986.58983,    4.624, -3.251, 7.820,-3.060,-6.860,  1.090,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3986.73371,    2.523, -6.136, 7.470,-4.170,-7.030,  1.240,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3986.93818,    4.531, -4.715, 7.320,-2.550,-6.660,  0.790,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3987.27642,    4.554, -3.282, 7.290,-2.750,-6.590,  1.010,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3987.29232,    4.554, -2.856, 7.320,-2.560,-6.600,  1.330,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3987.42575,    4.430, -2.812, 7.700,-3.250,-6.840,  0.860,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3987.64222,    4.554, -5.019, 7.310,-2.420,-6.600,  0.750,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3987.83374,    4.535, -6.720, 7.330,-2.760,-6.660,  0.100,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3988.06124,    4.532, -5.222, 7.320,-2.550,-6.660,  1.140,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3989.31307,    4.554, -3.341, 7.310,-2.520,-6.600,  1.200,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3991.02339,    4.430, -4.451, 7.700,-3.070,-6.840,  0.750,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3991.17683,    4.624, -3.654, 7.830,-3.030,-6.840,  1.070,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3991.30463,    4.535, -6.208, 7.320,-2.550,-6.660,  1.860,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3992.18605,    4.532, -2.953, 7.370,-2.390,-6.750,  0.700,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3992.50572,    4.430, -5.619, 7.700,-2.630,-6.880,  0.920,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3992.50572,    4.430, -6.522, 7.700,-2.860,-6.880,  0.880,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3992.82465,    4.430, -5.862, 7.700,-2.880,-6.900,  1.560,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3992.82465,    4.430, -4.925, 7.700,-2.930,-6.890,  0.790,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3992.98030,    5.728, -2.467, 7.680,-2.860,-6.960,  1.000,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3993.11172,    4.430, -4.609, 7.700,-2.550,-6.890,  1.070,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3993.16930,    4.554, -3.264, 7.320,-2.610,-6.600,  1.300,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3993.66350,    4.441, -4.277, 7.700,-3.280,-6.840,  1.140,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3994.60534,    4.554, -6.001, 7.290,-2.650,-6.600,  1.250,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3995.43616,    4.535, -8.200, 7.330,-2.070,-6.710,  0.250,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3995.43616,    4.535, -3.633, 7.380,-2.390,-6.750,  1.230,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3995.43616,    4.535, -3.961, 7.340,-2.140,-6.720,  0.980,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3995.49940,    4.554, -3.335, 7.370,-2.560,-6.610,  0.570,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3996.09001,    4.441, -2.386, 7.700,-3.220,-6.840,  1.010,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3996.32963,    4.443, -3.516, 7.750,-3.280,-6.840,  1.520,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3996.48939,    4.443, -3.838, 7.750,-3.190,-6.840,  0.700,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3996.57631,    4.624, -2.489, 7.870,-2.430,-6.620,  0.790,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3998.24761,    4.441, -2.927, 7.700,-3.230,-6.840,  1.070,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3998.80769,    4.554, -4.245, 7.260,-3.050,-6.670,  1.230,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3999.19130,    4.441, -4.086, 7.700,-3.120,-6.840,  0.990,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3999.30361,    4.554, -3.000, 7.650,-3.500,-7.150,  0.770,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3999.41561,    4.554, -3.616, 7.290,-2.670,-6.600,  1.010,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      3999.96769,    3.910, -4.876, 8.030,-4.360,-7.230,  1.750,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4000.51224,    4.624, -1.899, 7.720,-2.230,-6.550,  1.090,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4000.91987,    4.443, -3.780, 7.750,-3.230,-6.840,  1.250,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4001.27217,    4.443, -4.731, 7.750,-3.150,-6.840,  0.610,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4001.51241,    4.441, -3.594, 7.700,-3.250,-6.840,  0.940,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4001.86481,    4.443, -4.045, 7.750,-3.120,-6.840,  1.030,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4001.90390,    4.624, -1.838, 7.740,-2.270,-6.540,  1.100,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4002.35204,    4.430, -6.160, 7.700,-2.800,-6.890,  0.840,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4002.35204,    4.430, -5.890, 7.700,-2.690,-6.880,  1.700,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4002.96103,    4.430, -4.748, 7.700,-3.040,-6.890,  0.990,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4003.46359,    4.451, -2.326, 7.710,-3.260,-6.840,  1.110,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4004.18903,    4.443, -3.077, 7.750,-3.250,-6.840,  0.730,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4004.92726,    4.554, -4.050, 7.250,-2.470,-6.660,  1.110,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4006.17493,    4.451, -3.685, 7.700,-3.280,-6.840,  1.300,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4006.30321,    4.531, -2.889, 7.400,-2.290,-6.680,  0.510,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4006.36117,    4.532, -3.816, 7.360,-3.120,-6.670,  1.500,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4006.62836,    4.441, -6.038, 7.700,-2.630,-6.880,  1.060,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4006.94954,    4.441, -5.063, 7.700,-2.880,-6.900,  1.120,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4006.94954,    4.441, -6.426, 7.700,-2.930,-6.890,  1.320,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4007.23865,    4.441, -5.104, 7.700,-2.550,-6.890,  1.000,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4007.43720,    4.532, -2.921, 7.400,-2.290,-6.680,  1.000,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4007.51752,    4.532, -2.476, 7.400,-2.500,-6.680,  0.970,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4007.81700,    4.443, -3.716, 7.750,-3.070,-6.840,  0.960,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4008.61668,    4.451, -4.780, 7.710,-3.220,-6.840,  1.150,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4008.67744,    4.624, -1.914, 7.470,-2.600,-6.600,  0.870,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4009.10345,    4.624, -3.266, 7.450,-2.230,-6.600,  1.040,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4009.28932,    5.741, -3.332, 7.690,-2.870,-6.960,  0.750,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4009.31183,    4.443, -6.366, 7.750,-2.860,-6.880,  1.090,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4009.31183,    4.443, -4.782, 7.750,-2.630,-6.880,  0.990,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4009.55883,    5.741, -3.500, 7.690,-2.880,-6.960,  1.250,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4009.63345,    4.443, -5.272, 7.750,-2.880,-6.900,  1.420,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4009.63345,    4.443, -5.638, 7.750,-2.930,-6.890,  0.860,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4009.81615,    4.532, -4.942, 7.400,-2.870,-6.680,  1.100,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4009.92294,    4.443, -5.755, 7.750,-2.550,-6.890,  0.940,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4010.11629,    4.554, -5.890, 7.260,-2.540,-6.680,  1.070,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4010.71155,    4.554, -3.834, 7.390,-2.490,-6.750,  1.190,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4010.71220,    4.535, -3.952, 7.410,-2.290,-6.680,  2.000,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4010.73875,    2.933, -0.447, 8.540,-3.480,-7.090,  1.000,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4010.78783,    4.451, -6.769, 7.710,-3.230,-6.840,  1.510,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4010.79265,    4.535, -4.629, 7.410,-2.500,-6.680,  1.320,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4010.83900,    4.624, -3.258, 7.690,-2.740,-6.540,  0.860,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4010.88856,    4.554, -7.719, 7.260,-2.100,-6.710,  0.730,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4010.92074,    4.554, -4.517, 7.280,-2.570,-6.700,  0.930,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4012.24703,    2.933, -3.517, 8.550,-3.240,-6.930,  1.250,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4012.29373,    2.933, -5.845, 8.550,-3.310,-6.930,  0.750,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4013.09504,    4.535, -2.621, 7.410,-2.870,-6.680,  1.370,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4013.12130,    2.933, -4.394, 8.640,-4.710,-7.650,  1.750,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4013.80867,    5.875, -6.619, 7.740,-3.280,-6.780,  1.500,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4014.07314,    4.451, -6.260, 7.710,-3.250,-6.840,  1.900,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4014.13745,    4.531, -2.829, 7.380,-3.040,-6.680,  1.490,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4014.56640,    4.532, -3.290, 7.410,-2.990,-6.680,  1.040,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4014.82727,    4.624, -2.920, 7.860,-2.550,-6.540,  1.200,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4015.27588,    4.532, -3.468, 7.380,-3.040,-6.680,  1.490,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4016.39963,    4.554, -4.390, 7.250,-2.550,-6.660,  0.900,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4016.54454,    4.441, -5.706, 7.700,-2.800,-6.890,  1.240,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4016.54454,    4.441, -5.379, 7.700,-2.690,-6.880,  1.150,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4017.15786,    4.441, -6.311, 7.700,-3.040,-6.890,  0.970,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4017.29798,    2.933, -5.466, 8.640,-5.880,-7.650,  1.250,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4017.85307,    4.535, -2.851, 7.410,-2.990,-6.680,  1.350,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4018.56371,    4.535, -2.971, 7.390,-3.040,-6.680,  1.510,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4019.24131,    4.443, -5.622, 7.750,-2.690,-6.880,  1.560,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4019.24131,    4.443, -4.705, 7.750,-2.800,-6.890,  0.910,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4019.32793,    4.532, -4.472, 7.460,-2.870,-6.690,  0.300,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4019.45721,    4.532, -3.063, 7.380,-2.940,-6.680,  1.500,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4019.48339,    2.933, -4.305, 8.640,-5.880,-7.650,  1.000,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4019.54448,    4.451, -8.920, 7.710,-2.880,-6.900,  1.380,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4019.83541,    4.451, -6.323, 7.710,-2.550,-6.890,  1.740,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4019.85546,    4.443, -4.832, 7.750,-3.040,-6.890,  0.850,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4020.58330,    4.554, -3.908, 7.310,-2.390,-6.750,  0.950,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4020.85206,    4.624, -2.650, 7.440,-2.630,-6.620,  1.070,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4021.98281,    4.624, -0.994, 7.760,-2.450,-6.540,  0.990,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4022.62240,    4.535, -4.868, 7.460,-2.870,-6.690,  1.100,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4022.76031,    5.881, -2.875, 7.750,-3.410,-6.760,  1.000,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4024.64089,    5.883, -3.997, 7.720,-2.940,-6.750,  1.010,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4025.26819,    4.430, -4.167, 7.750,-3.040,-6.860,  1.910,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4025.83521,    5.884, -4.546, 7.730,-2.840,-6.750,  0.750,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4026.68427,    4.531, -5.317, 7.320,-2.880,-6.740,  1.230,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4027.38603,    5.885, -5.147, 7.730,-2.820,-6.750,  1.240,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4027.82983,    4.532, -6.843, 7.320,-2.880,-6.740,  1.360,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4028.92196,    4.680, -3.831, 8.270,-3.580,-6.980,  0.750,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4029.19996,    4.451, -5.363, 7.710,-2.690,-6.880,  1.270,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4029.51796,    4.681, -3.043, 8.270,-3.580,-6.980,  1.250,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4029.61541,    4.680, -4.456, 7.940,-3.930,-7.220,  0.880,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4029.81715,    4.451, -6.612, 7.710,-3.040,-6.890,  1.810,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4030.21161,    4.681, -5.265, 7.940,-3.930,-7.220,  1.130,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4030.34322,    4.680, -3.991, 7.930,-3.950,-7.220,  0.690,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4030.93963,    4.681, -3.880, 7.920,-3.950,-7.220,  1.310,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4031.13825,    4.535, -5.974, 7.330,-2.880,-6.740,  1.640,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4031.21222,    2.933, -1.628, 8.460,-2.450,-6.440,  1.000,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4031.31512,    4.624, -2.228, 7.490,-2.470,-6.600,  0.790,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4032.46461,    5.181, -1.405, 8.200,-4.250,-7.360,  1.000,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4033.29287,    4.624, -2.685, 7.430,-2.500,-6.660,  1.030,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
'Ca 1',      4033.29287,    4.624, -2.381, 7.470,-2.070,-6.610,  0.920,'   1 wl:K07   1 K07   1 gf:K07   1 K07   1 K07   1 K07   1 K07             Ca'
